x1,x2,y,x1_sq,signal,x2_sq,segment
0.30471707975443135,-0.17961141383145854,0,0.09285249869406847,0.4843284935858899,0.032260259978535454,mid
-1.0399841062404955,0.19677609665695725,0,1.0815669412328424,-1.2367602028974527,0.03872083221554818,low
0.7504511958064572,0.8205284754174188,1,0.5631769972873416,-0.07007727961096155,0.6732669789708337,high
0.9405647163912139,-0.3937411722245721,1,0.8846619857200846,1.334305888615786,0.15503211070478015,high
-1.9510351886538364,0.5211672557321126,0,3.806538307365511,-2.472202444385949,0.2716153084473413,low
-1.302179506862318,-0.265838791915379,0,1.6956714680921898,-1.036340714946939,0.07067026328702818,low
0.12784040316728537,-0.11754216732813036,1,0.01634316868197407,0.24538257049541573,0.013816161100194195,mid
-0.3162425923435822,0.829519042024073,0,0.10000937721218912,-1.145761634367655,0.6881018410805358,mid
-0.016801157504288795,-1.993060371054156,1,0.00028227889348391973,1.976259213549867,3.9722896426665297,mid
-0.85304392757358,-1.296472328074761,1,0.7276839423701593,0.44342840050118093,1.6808404974635907,low
0.8793979748628286,-1.4821853974428207,1,0.7733407981928441,2.3615833723056494,2.1968735523927325,high
0.7777919354289483,-2.3336161198483047,1,0.6049602948183093,3.111408055277253,5.445764194815857,high
0.06603069756121605,-0.6782644401551767,1,0.004360053020420782,0.7442951377163928,0.4600426507790153,mid
1.1272412069680329,0.7494338997277404,1,1.2706727386867476,0.37780730724029243,0.5616511700611289,high
0.4675093422520456,-0.28488406638257474,1,0.2185649850929403,0.7523934086346203,0.08115893127867126,mid
-0.8592924628832382,0.19779008194185213,0,0.7383835367679413,-1.0570825448250905,0.03912091651456458,low
0.36875078408249884,1.0892174967107926,0,0.13597714076145767,-0.7204667126282938,1.1863947551409255,mid
-0.9588826008289989,1.3276861322676916,0,0.9194558421725852,-2.2865687330966904,1.7627504658159423,low
0.8784503013072725,-0.06913793472613955,1,0.7716749318668379,0.947588236033412,0.004780054018195933,high
-0.049925910986252896,1.3535858895693973,0,0.0024925965878072475,-1.4035118005556502,1.8321947604413766,mid
-0.18486236354526056,0.09212665843410921,0,0.03417409345554008,-0.27698902197936975,0.008487321194235025,mid
-0.6809295444039414,-0.8373982238274621,1,0.46366504444215917,0.15646867942352072,0.7012357852693883,mid
1.2225413386740303,-0.5944003521987352,1,1.4946073247668898,1.8169416908727656,0.35331177869398045,high
-0.15452948206880215,-1.4805365125650163,0,0.023879360828452247,1.3260070304962142,2.1919883650381804,mid
-0.4283278221631072,-0.8881338537336524,0,0.1834647232389904,0.45980603157054517,0.7887817421477886,mid
-0.3521335504882296,-0.35801668807442916,0,0.12399803737944654,0.005883137586199572,0.1281759489397831,mid
0.5323091855533487,0.8035850193786016,1,0.28335306902446944,-0.2712758338252529,0.6457488833697075,mid
0.36544406436407834,1.7207698311659838,0,0.13354936417893662,-1.3553257668019054,2.9610488118510085,mid
0.4127326115959884,-1.38218151537704,1,0.17034820867484501,1.7949141269730284,1.9104257414499708,mid
0.43082100300788273,0.39282746825991893,0,0.1856067366327181,0.0379935347479638,0.15431341981949762,mid
2.1416476008704612,-1.0405439391575344,1,4.586654446314203,3.1821915400279956,1.0827316893174788,high
-0.4064150163846156,0.47469708846320197,1,0.16517316554290734,-0.8811121048478175,0.225337325795441,mid
-0.5122427290715373,-0.1310866506877266,0,0.2623926134866564,-0.3811560783838107,0.01718370998852605,mid
-0.8137727282478777,-1.8309058258475304,1,0.6622260532399943,1.0171330975996526,3.352216143122427,low
0.6159794225754956,0.9282969915684843,0,0.379430649036441,-0.3123175689929887,0.8617353045550987,mid
1.1289722927208916,-0.605000712808731,1,1.2745784377314666,1.7339730055296227,0.36602586249907265,high
-0.11394745765487507,-0.5339002383735546,1,0.012984023106009547,0.41995278071867953,0.2850494645353384,mid
-0.840156476962528,-1.06975241128969,1,0.7058629057820869,0.22959593432716185,1.144370221460106,low
-0.8244812156912396,-0.6542832766875555,1,0.6797692750277042,-0.17019793900368407,0.42808660615300426,low
0.6505927878247011,0.4278904406949172,1,0.42327097556951654,0.22270234712978387,0.18309022923809046,mid
0.7432541712034423,-0.18924434093640552,1,0.5524267630113159,0.9324985121398478,0.03581342057645449,mid
0.543154268305195,0.32866200228248105,1,0.2950165591781517,0.21449226602271393,0.10801871174432957,mid
-0.6655097072886943,0.3619218539288437,0,0.44290317049548356,-1.027431561217538,0.13098742835129126,mid
0.23216132306671977,1.320661655528167,0,0.05389887992808983,-1.088500332461447,1.7441472083823988,mid
0.11668580914072822,-0.3427861508643793,1,0.013615578054826454,0.45947196000510754,0.117502345224417,mid
0.21868859672901295,-1.4768578168457318,1,0.04782470233930485,1.6955464135747447,2.181109011178341,mid
0.8714287779481898,1.067222416571983,1,0.7593881150362756,-0.19579363862379318,1.1389636864337433,high
0.22359554877468227,-0.3314881720972547,1,0.04999496943185132,0.5550837208719369,0.10988440824037914,mid
0.6789135630718949,1.114592444577377,0,0.46092362612297577,-0.43567888150548206,1.242316317508973,mid
0.06757906948889146,0.3833771131824704,1,0.00456693063298442,-0.31579804369357894,0.14697801091212473,mid
0.28911939868998415,-0.13113753020334493,1,0.08359002669885801,0.4202569288933291,0.017197051827833203,mid
0.6312882258385404,0.3487758940462951,1,0.39852482408237194,0.2825123317922453,0.12164462426779248,mid
-1.4571558198556664,1.9510125601262995,0,2.1233030833392394,-3.4081683799819658,3.8064500097705776,low
-0.31967121635730134,2.076980529053753,0,0.10218968656735657,-2.3966517454110545,4.313848118068408,mid
-0.4703726542927955,0.0693811351327787,0,0.22125043390644972,-0.5397537894255742,0.004813741912312899,mid
-0.6388778482433419,0.1601905933170753,0,0.40816490497604263,-0.7990684415604172,0.02566102618727661,mid
-0.27514225122668373,1.0762401574663856,0,0.07570325841008754,-1.3513824086930692,1.1582928765432705,mid
1.4949413112343959,-0.8456610327673472,1,2.234849524035215,2.340602344001743,0.7151425823411363,high
-0.8658311156932432,0.3330703726182551,0,0.7496635209026064,-1.1989014883114983,0.1109358731160633,low
0.9682783545914808,-0.0258628479538564,1,0.9375629719703854,0.9941412025453372,0.0006688869042842943,high
-1.6828697716158048,0.3139082114575536,0,2.8320506682182307,-1.9967779830733583,0.09853836522048018,low
-0.33488502998577485,-0.8333688059494058,0,0.11214798330857333,0.4984837759636309,0.6945035667295383,mid
0.1627530651050056,-1.589567493308969,1,0.02648856020107419,1.7523205584139745,2.526724815784559,mid
0.5862223313592781,-2.0729834359912918,1,0.3436566217843073,2.65920576735057,4.297260325894262,mid
